"","FEM.CT.1","FEM.CT.2","FEM.CT.3","FEM.CT.4","FEM.CT.5","FEM.CT.6","FEM.CT.7","FEM.CT.8","FEM.CT.9","MALE.CT.1","MALE.CT.2","MALE.CT.3","MALE.CT.4","MALE.CT.5","MALE.CT.6","MALE.CT.7","MALE.CT.8","MALE.CT.9","FEM.AD.1","FEM.AD.2","FEM.AD.3","FEM.AD.4","FEM.AD.6","FEM.AD.7","FEM.AD.8","FEM.AD.9","MALE.AD.1","MALE.AD.2","MALE.AD.3","MALE.AD.4","MALE.AD.5","MALE.AD.6","MALE.AD.7","MALE.AD.8","MALE.AD.9"
"CREB1",8.23616913008453,8.30930307012309,8.07651811044544,7.63212100335724,7.98953415594995,7.81864307151508,8.40594988844297,7.54503898414153,8.16427001401228,7.78650956652143,7.89990695692815,7.85326977604987,8.16778219506966,7.96466370550118,8.03636798807407,7.95793017010546,7.78941640051682,6.87023925689475,7.08459122921021,6.28031632792996,6.93403308949657,6.38594406711816,7.72357503601919,8.01103370969712,7.63212100335724,6.26494330456306,7.8061828729143,8.34204774677445,8.30344638401449,8.24469326546945,8.24656156282549,7.4663033011014,8.05255507096157,7.95043163779657,8.14513774970825
"ATF2",6.91447417620828,6.79188270673581,6.82127072037771,6.40161394060189,6.85817903805006,7.36439079268368,7.61279839075336,6.22533677296986,6.68410641200273,7.00641653351794,6.87707526628319,6.63826572550621,7.3337711674085,6.94563253609682,6.75581069457563,7.10660325154842,7.00770798163165,5.43768974959207,5.54121031095045,5.21910783104171,5.57126141648975,5.09428073097244,6.77639904349372,7.06437714483845,6.40161394060189,5.27415749278081,6.32380863126933,6.93309013536276,7.00833326289722,7.57184639427671,7.77896186138603,6.6352706912252,7.11690908229156,7.15498666545347,7.12637090117757
"SESN3",7.62120303607306,7.97976271906133,6.95847287509857,6.97255310464286,6.88302439870992,6.60828479639399,8.1910592995617,5.43921680678659,7.24952497692519,6.97834004470425,7.31481194427003,5.72384051106955,7.27587636197936,7.51212014117016,7.13483606804608,7.08532253863059,6.51981190347078,5.24331223423568,5.58927212704426,4.96203612355308,4.632558053595,4.52550360378059,6.19683941330045,6.96077164376628,6.97255310464286,4.85550321251162,6.13255255238026,6.08385162093905,7.19282860860115,6.53514616404271,8.45026291182482,6.81505258433467,7.12308111593935,5.86163351918975,7.18651276845498
"LACC1",7.16173529809704,6.40079152768111,7.01861303918378,7.03933277637382,6.86981956912364,6.22918268547955,8.24717973360124,7.20027361022613,7.52349655035054,6.26052917660615,6.13520942568106,7.55002431929932,6.28758896526475,6.71835547645013,6.31703345899619,7.25020922454399,6.74832522338248,5.17771177746126,5.42349039579379,5.2565614796809,4.9391835207646,4.84302470846282,6.73543932984433,6.4151244108671,7.03933277637382,5.42013409364723,7.77073517967646,7.8241256772588,7.43446705666431,5.87524223833249,6.06079435214473,7.1007762527469,7.11773673407482,7.05387088950276,7.45413424383495
"CNIH3",5.55894446569248,6.22520941836428,6.76032917967651,7.40973683085486,7.04147982918944,6.80845862271481,6.15808753660438,6.55343312018616,6.61243723397934,7.57730747713809,5.87266315104718,5.631798846564,7.12789707043054,6.76832919027725,6.99547402879364,5.91211417310652,8.07029983083387,8.5191213503486,8.19209744369481,8.32883376955227,8.2965119985581,8.2263891950722,8.39256237649297,6.91088813133391,7.40973683085486,8.59328712634776,5.87011706996086,5.32186041765895,7.0127417328719,7.0127417328719,7.78132446713965,7.85894078218105,6.90346117358855,7.31642672416883,6.65537132560973
"BTNL9",6.94005778841851,6.55010051511019,7.6405602113067,6.80639942725497,7.60066871121654,7.00241504901427,6.28361867204328,6.31211408286151,7.34248566973716,6.39897100388925,8.00165927097772,6.88374233105694,6.69450033807194,7.05281536966742,6.63601641841834,7.75256371621378,6.40617561776986,7.75786107259075,7.98847318539499,7.6219373015963,7.16864466503396,7.84678734519169,8.4312379645843,7.278636735801,6.80639942725497,7.38792662860572,6.40903606446106,6.81573125410792,7.77770273042263,5.90668104509014,6.28187723060049,6.17529377891196,7.33627395543665,5.57927755617851,6.74679742115211
"SPRED1",5.65629023584945,6.38029703539072,6.03068993819998,5.83191473044633,6.09251672281663,5.66773404710611,6.66630803525827,4.35934624231161,6.24130506462868,5.47557368798878,6.33795473627208,5.8068671356939,6.52689321320682,6.38904301500083,6.29121802566816,6.60482925531418,6.29313870551127,4.78609095946392,4.58346238593126,3.95380489105116,5.29257247832289,3.90002504805,6.22795453350112,6.03828454026404,5.83191473044633,4.51039727704623,5.48876162625325,5.9206260491322,6.71486701450358,7.77059860080765,7.3453822830912,5.89555843300763,6.59872016297595,6.02720409239869,6.64626294698793
"DCC",5.20616307663271,4.98134925098811,5.30370283708325,6.23829593874417,5.5778725351982,4.71868811986367,4.61541002647608,5.19921438589135,5.2601474304457,4.89921242729949,4.88456439903213,4.47980918544067,6.28570105110517,5.07262226694411,5.989164533376,4.7148311427766,5.90013022371272,6.62321173170454,6.91692045064874,6.75320743187245,6.48116665776592,6.44946541664828,6.49718764049517,5.16661434999315,6.23829593874417,6.02109247792675,4.47252918717167,4.7955597869935,5.25919199649193,4.63017135051355,5.30967149518674,5.50048141786223,5.49803214315248,4.54019536547791,6.24959261520556
"DAW1",5.81635153089374,5.48088482407932,5.9944178433759,5.47386922413739,6.35180151557124,6.36796770384532,5.4336302396076,4.93152348480483,5.06701937709443,5.43983782359974,4.55498204203349,7.50971513318651,6.71103360432056,6.5971667286674,5.9094581137419,3.68376151327043,5.99196093738311,6.92154922196199,6.89687364659369,6.48213201163982,7.60928707302535,6.68434557069136,6.85059767765651,4.99579128214588,5.47386922413739,6.36781072779446,4.46515794643791,4.49732808275594,5.79768444816372,5.54437996070538,5.57832879923678,5.49112527728578,5.36587091958648,4.83217747974064,4.88764133128695
"DDX3X",9.51621510259397,9.2147269723443,8.93562585787764,7.79105536307809,9.09278712945506,9.01724977417239,9.73386345465674,7.47281594887819,8.63580407238066,7.96005145063291,8.30036837346365,8.24201146546023,8.50337099456156,8.9475184247295,8.9784113999114,8.73938681201275,8.20490752515518,7.51269256498326,7.22801340946882,6.87587155650926,7.6418868685351,6.2963046367639,7.75667309525047,8.42098519233951,7.79105536307809,6.99359443120877,8.46977190888058,8.74682198917569,9.3033115881433,8.56257791792429,8.83528658610934,7.8599242785965,8.66385949446019,8.19349691463648,8.89045437986298
"TMEM64",6.40814452284604,6.07532384597951,6.05948277877114,5.78028735674426,6.46402732725944,5.78518537737064,7.08462155781573,5.48581274365425,6.0104743731108,5.5729681000191,4.88456439903213,6.75289829460215,6.10894836568778,6.130363246739,6.08203966428282,6.11048770940632,5.94549103314509,4.97254905325909,5.39443126439915,4.48247801517882,5.29769622738029,4.49495127627992,5.53081189527543,6.04055169920122,5.78028735674426,5.03841564981305,6.53269432824433,6.2914450807871,6.47770738421237,6.50795309547974,6.57493539763018,6.1471244228407,6.61075773848265,6.02805271599065,6.55869240492298
"KCNG3",4.21067336919351,4.46813975552953,4.63501127786525,5.62259524060095,4.78829872593235,4.6102897702855,4.34087434072061,4.26142034918537,4.98650883911811,4.9731544950124,4.4591650744368,4.59605509094486,5.79093436804874,5.21293387422454,5.51042237752705,4.17232480268597,6.48320123281212,6.20752710306921,6.2633649687054,6.46423334574671,7.65911247106737,6.29307077263289,6.06497235994929,5.14504724450184,5.62259524060095,6.11982687535473,4.28928054903353,4.17193083313524,5.1139296472325,6.36839734617641,6.48647944341752,5.16551815322575,4.87467762399778,5.05406048101861,4.95026332651867
"DLG1",8.07160961103797,8.74933596643566,8.5787680023591,8.05687605706215,8.2300712725376,7.02346696465654,9.22533941684021,8.24703455552593,8.63757983225157,7.9100443544912,7.17668081908465,8.62835573351978,8.25675807954593,7.86316140882229,8.17833603598403,8.19257092129843,7.96821163097202,7.58343663648471,7.55972750986236,6.66797454456188,7.59587583265912,5.78049783982418,8.25387520441131,8.5500861947331,8.05687605706215,6.29630216501569,8.51088165090678,9.31564769586778,8.00016284944326,8.38991722887501,8.42043143896627,8.14185598912436,9.0757783460755,8.52231587985156,8.54793190100765
"DNAH9",5.64633424078525,5.80738328455183,5.78575519433366,5.69035661908696,6.13083599807825,6.64015559072765,5.90981007098923,5.05121417065406,5.19325811805878,5.83256262550399,5.27259244196303,6.29435189169712,6.37274893064271,6.05394163823603,6.19794889615263,4.26960953472774,6.84841231714841,7.3573075598948,7.15862941463979,6.98269517111352,7.4840757786022,6.87666250740674,6.95853648857499,5.33339673717802,5.69035661908696,6.7967158716392,4.83319529081765,4.25339778010156,6.32602201642407,5.52892311248793,5.91820320032466,5.33009590204129,6.13189639087469,5.37437835251642,5.72165307739024
"DSP",6.85226759923248,6.81522611984705,6.71417769287225,5.765836835233,6.44000338187837,7.17021765833696,6.43960576861637,6.31718467730027,6.97421384173421,5.92561759371495,6.53494007994813,6.59848122958447,6.27433506613359,6.06194122240622,8.27925122308055,5.83688267184895,6.38739309429203,7.27351291120837,8.26989221146888,7.79862313995117,8.16064349052178,8.05869393023057,7.33498789887196,6.62178955034172,5.765836835233,7.73438055961999,6.67414132061692,5.90178799991118,6.88651246174035,6.3008035167118,7.71421367594257,5.58957995417795,6.96864026113739,5.55047723953981,6.37106846784758
"FYB2",4.64478165469661,5.67562034952067,4.1596545484954,4.43330657655332,4.46302520595511,4.2580271152868,4.91129064581201,3.82550570891074,3.44951142719788,3.86485541596674,3.96005396626085,3.54222962107672,4.54472198613546,4.45810504261606,3.83591884103617,3.99572798516773,5.45254885465997,5.19985792337532,5.28435628815956,4.52522322120954,5.53940866740295,6.20635557728231,4.00592283365287,4.11436705206897,4.43330657655332,3.80572059117618,3.72993209955394,3.42313615861455,4.40471132699715,3.22431151159622,3.7282832745221,3.47859171031452,3.93254301770339,3.92843395294922,3.717802013365
"EPRS1",8.0373329675861,7.92435414568802,7.82717733910434,7.5820435819998,7.94824708059413,7.54215353960043,8.5465102152451,7.45682333059145,7.7745525964455,7.79059858990836,7.75943962084129,7.66529234900068,7.91484408960838,8.20892395593111,7.79059858990836,7.99272646229153,7.58254182564521,6.795888299383,6.86662811844935,5.60326984438577,6.61514389691405,5.61518916073964,8.04968900788508,8.16716782544597,7.5820435819998,6.69794471795174,7.8409285795727,7.77250748678725,8.30383764427576,7.89134668550479,8.21034661250295,7.5578572739117,8.32266375061933,7.54709605562544,8.23654952638984
"ESRRG",6.38045294583596,6.65749514095121,7.99460918725011,8.24520962806306,6.54417304640507,6.15501332830658,6.96737317540977,7.12591109346674,7.09973179123896,8.14541904339531,6.38903634793383,6.94673834711861,8.05797879161946,6.24438123503941,6.44240949227284,6.2898413552704,7.19968352392047,7.8693426387956,7.95089861646581,7.83110528339877,7.01883091831309,7.23989049842232,7.99612131671721,8.34158677159223,8.24520962806306,7.76842029312639,5.84952053959624,6.68245537407173,6.01042036375292,5.3660380400289,7.04171222401876,7.12770504848487,7.16612695514808,8.12755476821301,7.32263745381392
"ALCAM",7.05356919053257,7.28548298906598,6.77613923092932,6.63011728420797,7.17920271327778,7.41174648783785,7.7359167335885,8.04002131892205,7.42151973813055,6.39549922028507,6.2362657795384,7.80022568088684,6.37726996654191,6.59757917805454,6.52079388385872,7.10420013885415,6.33979589273844,5.78688450450394,5.64988162586023,5.00998634155191,4.9297914902884,4.67280698693725,6.43327477591516,6.78294349728211,6.63011728420797,4.8100707941382,7.7452328383105,8.5114093522545,7.13731439670436,5.96209362485669,6.30807713968883,7.01514975924657,7.77779769483827,7.2826287422038,7.09612045765769
"F5",7.01201831320263,5.34612118242392,5.53180309390281,5.30429579719116,6.82012801071187,5.52427563984941,5.25919199649193,4.69675875683565,5.22414520802206,4.25512458391504,4.23878670252985,5.70991371113225,5.25866493306393,5.10580576780898,6.63048076943054,5.2989974618832,4.7781438104158,5.51872515621661,5.51463731656255,5.92561759371495,7.00152630356726,7.84215570895134,4.35054500071957,5.32215305972505,5.30429579719116,5.71396689329246,4.46118377663518,3.9746242071408,6.42586376554153,4.22003284690859,4.05835962383811,4.14491677534147,5.08558095461461,3.8999121114989,4.62987010202138
"REEP3",7.66954111695119,6.63427498646816,6.79716299960791,5.7338822787193,7.41798976067018,5.88980257043548,8.03741534900439,5.94943397189515,7.01217929748228,6.16573566427014,5.30572283111149,7.30623745336525,6.45483257311557,6.44519237186364,6.52890936380914,7.17943338309344,6.21154483649083,4.72987711235919,4.70605596503363,3.75116492422436,4.50241422414621,4.30300487377286,6.44519237186364,6.47526603524437,5.7338822787193,4.26636068923229,7.24317559078367,6.65574906840593,7.59279521396505,5.4388962400942,5.92731523172813,6.8455532493706,8.08049589886393,6.95911652848369,7.52741522345445
"JMJD1C",6.7211692878025,7.14596766122248,7.01240192488758,5.96556896202227,6.59543566664171,7.17433465509824,6.63088398204494,6.29975343616283,6.30378844909956,6.14917164795345,6.91294769274933,6.20205027666458,6.60692307931772,7.23562251120277,6.81325507325063,6.98072716312254,6.33804686592229,4.78172839141872,4.91826495104249,4.77497037029215,4.83662314408245,4.23772072543621,6.95788051396531,6.81169407338723,5.96556896202227,5.13926090868372,6.33472351609696,6.5574029016156,7.07871411262095,7.01819617811319,6.60013677700818,6.56611720264089,6.60533543839581,6.26417333928517,7.15713877899659
"SDK1",5.33224971403253,4.8900082002754,5.25919199649193,4.98465052658354,5.15659380611582,5.57249837457968,4.97892225526237,4.62929413171446,5.02141609414705,5.13688518680495,4.61051144413292,5.15055796953869,5.51882476361977,5.02492555318975,5.77476729453393,4.9744966577404,5.36226469318188,6.18765242498915,6.82715437022073,6.15878016052466,7.10784856778275,6.87544430481266,5.63358379991075,5.04434884766411,4.98465052658354,5.88186744269143,4.71245643943506,4.71189424301025,5.37821425391375,5.01272187127858,5.04136224500705,5.0739002627428,5.02322396215058,5.03697916597077,4.7349484853521
"ELAPOR2",8.21289296140691,8.10908544341688,7.93435076300595,7.4020276982246,7.96528212540059,7.76288361626249,8.57860439443971,7.53975653595028,7.65244556986334,7.80705311754349,7.12079114075478,8.84957699264092,8.07381256054183,8.18792951694715,7.62947775519094,8.29173119419406,7.65121837191383,7.40155857619699,7.12756568131001,6.49242137234005,7.47292592773636,6.21972211559972,8.19468822717132,8.48038181889665,7.4020276982246,6.78963248626301,9.04487573881133,8.30981142527174,8.47212571356543,7.79646381645005,7.85856476152868,8.13415006685814,8.73707012753984,8.4769394199433,8.6217090685155
"ZNF652",9.23020416619194,8.6408755911261,9.27320623639501,7.3057219377439,8.80675937080923,8.33241678744481,8.49958858886681,8.83632636312414,8.2789584060161,5.88076868868933,7.81120516970935,6.87396063494491,7.33033796427073,8.74091624363671,8.40524829145171,7.82109126523873,6.88855242250763,6.49062720504158,6.59376108560151,5.43563771471881,5.87917766969677,5.78671005034191,7.4730495684734,8.02516069483819,7.3057219377439,5.62917230843458,8.63838157905539,8.89660756326405,9.23737756526151,7.3914408535676,8.11292293884008,7.13369763250407,8.54567650459384,8.46950072038556,8.9399499268185
"FNDC3A",7.36691940712751,7.43258340124076,6.94469734724478,6.69584235943479,6.79717956021996,7.04335602722055,7.59610722872697,6.66555406218113,7.00117300651748,6.80174428382401,6.99767298039284,6.95082370000987,7.18107265039407,7.02322617748146,6.93509449404723,6.90978931625022,7.00690883517285,5.29041901757965,5.65828781937028,5.32731106375507,5.454401282751,5.36409018699814,6.8228196540352,7.1205947127471,6.69584235943479,4.88982660493683,6.73310033913677,7.07843598122146,7.37970586451047,7.7891975232117,7.46995098880548,6.90572647638171,7.23039731643929,6.84599070184908,7.46949266092044
"LIMCH1",9.12171232764184,9.38440652862615,9.44261277496195,9.25962730046668,9.34831964385732,8.79784979411703,10.3104962730115,9.11420267117074,9.73548840941916,8.87045184473702,8.67058336318834,10.1383967489484,9.47670502768899,9.33982163576598,9.35362373899649,9.06881024000358,9.25206010926356,8.62742094454378,8.5812471103905,7.90746111792954,8.8048508962052,7.78317152470644,9.0397350367371,9.72090997862379,9.25962730046668,7.99353775474296,9.57665837728085,10.1613988476292,9.69612815030324,9.42501350890932,9.41688418416611,9.09827388327626,9.86121433025375,9.9746774713642,9.55850196185001
"SETX",7.25744545108475,7.69660329519094,7.05482625405917,6.78067784253449,6.96585563800996,6.73362945158927,7.6519888751994,6.54839788665346,7.03459695622963,6.59348595379301,6.90327245605842,6.98164800704934,7.20014125899712,7.54894037461944,7.0528602155871,7.0727254521679,6.89502175718587,5.58798480763008,5.20035708695644,5.4421049543376,5.58026540457473,4.51585398707161,6.70815741700063,7.2340288111359,6.78067784253449,5.03431128523623,6.83724577975763,6.89946188667944,7.19559562397266,7.20819760346603,7.63156163011982,6.46546529460309,7.17502558413755,6.51900455488579,7.46005454607812
"CLASP2",9.13084809327043,9.4377967421927,9.28341536365671,8.92707154893294,9.05714581801233,9.26638669655563,10.0749240779489,9.0524556553019,8.78561415110025,8.84044034912695,8.33441708411267,9.23499332510316,9.32761143467018,9.37028308124125,8.81346885009656,9.43056775044369,8.44991340529903,7.92985521889961,7.84476124960637,6.81295977240904,7.95659993602365,6.78143536547385,8.93196913061422,9.46996473764657,8.92707154893294,7.00279632449996,9.44501508329845,9.57797399085157,9.35903913396555,8.34352397077767,9.35595667912375,9.12710295220645,9.67388530123729,9.27131081979275,9.31418748407303
"SNX13",7.35045253098688,7.67620479411234,7.2694462921843,6.91822276432514,7.1820894521694,6.66111006205578,7.48798202523074,6.79844341275241,7.32647701454984,7.18347011444499,7.06297818090176,7.20047377993106,7.80161734096016,7.5169074480205,7.23889501075808,7.04578333030499,7.67293277050044,6.2302020904134,6.36438296535958,4.56260654153874,5.73768531900547,4.93190493716224,7.58942378410703,7.40260054150824,6.91822276432514,5.06779747952613,6.40796555940787,7.08209181179581,7.3808458000862,7.4398109704503,8.11673334005336,6.98086901936283,7.17699083379153,7.27061552100308,8.00025049868786
"UBXN4",9.47679263244707,9.47584656299104,9.10294424842131,8.65005625078347,8.97186334213674,8.94947066148927,9.95093338136688,8.67722603793015,9.09547838650768,9.10701327098087,9.03972847521612,9.34736853444579,9.50808601390506,9.32643917064413,9.35378297386614,9.07876212685862,9.23577031840935,8.19991123562872,8.45220297860233,6.93759682913873,8.05317595773989,6.98149665605454,9.11235880715584,9.41497313019092,8.65005625078347,7.29356151412317,9.03251150276531,9.25554746843543,9.66463776820617,9.65093780348047,9.52580115273456,8.8832067825822,9.45660233020226,9.26603212093781,9.66949781018677
"FBXW11",8.57355134830967,8.22267084078809,8.441455134948,7.79663855834943,8.52454223069939,8.114707190832,8.60394141407117,7.66266986579587,8.52741128771349,8.06840400028969,8.25516372185552,8.1455008278317,8.52919809739017,8.39721070967359,8.44285480976301,8.68179774351734,8.43425738781671,7.78908891358084,7.63924433784957,6.42399225346445,7.82388940378965,6.13295729430995,8.17260341286073,8.30910966775018,7.79663855834943,6.65392194187187,8.26234362228654,8.21493696448925,8.67801155258987,8.35382942571822,9.15732526755521,8.01295367971635,8.59180761567214,7.48238490764177,8.58236344738886
"TRIM2",8.7724978942501,9.48147499447585,9.12090048374803,8.49055749389063,8.91697729615387,8.61553211936363,9.91132476662961,8.08776792180189,8.61585276470235,8.3865315649752,8.07190801212875,8.78598170376601,9.33944639726754,9.10724059695906,8.95605821609743,9.18487832150323,8.73762350614528,7.87225498581117,7.43120186622652,6.69207355402968,7.8498592577069,6.81846976279329,9.1119149538342,9.25826170772942,8.49055749389063,7.05814667277975,9.25617054444194,9.75264317726779,9.35225848927522,8.50445785310394,9.26720606294194,8.41429045881022,9.42894572403759,8.58757950819212,8.91673801447109
"ZDHHC17",7.67165933307198,7.60897457941033,7.72062415713917,7.21183992562836,7.65020333571772,7.73540812879181,8.45536302700058,6.5758884542197,7.54651027741645,7.30962260915903,7.31973738287857,7.36655189745428,7.91445181593111,7.9848580183223,7.66033554031833,7.99001704453232,7.27233363133954,6.05399042963354,6.07363977886846,5.55569074084679,5.95559532786503,5.28265747239493,7.40958187633802,7.59921669933957,7.21183992562836,5.48376366370697,7.25708785884335,7.09237303946507,7.7623925495603,7.52602062983889,7.93949747599661,7.26108824356283,7.77716162953343,7.14828663238958,7.64385124869228
"SF3B1",10.0174704603652,9.98097042548344,9.99273364800879,9.51469022969287,9.92075970474924,10.0939079543581,10.1381231219121,9.61663165518629,10.0720358057102,9.35230321634809,9.74765937973531,10.2705091772839,9.31319185593482,10.1151364968408,9.85608827769689,10.1652048999432,9.23148504467003,8.16507942692983,8.32600110143053,7.96337561241155,8.1482176361811,8.02217580740547,9.40680572117798,9.72068923678371,9.51469022969287,8.71458224528014,9.80350941243517,10.7567269985298,10.0106795514745,9.52777133335063,9.43751687439625,9.39771612282919,9.82168680847187,9.68359201734083,10.0425137913699
"LPAR3",6.31017276517153,6.31445350470317,4.32876860218128,4.63370824470673,5.62742438110983,5.27479582318794,5.83608229428449,5.69221095759402,5.34369332314182,5.52451774046115,7.80432429466614,5.9016357163791,4.98017595802627,5.26237063344338,5.50037540328186,5.73963523059231,5.83244239274672,6.08716223892864,7.26300114958906,6.33885952453687,6.0184317031821,6.3046224270407,5.95636278065507,4.46688054653265,4.63370824470673,5.55617606254734,4.44038825995736,4.24307237104364,6.19483851870457,4.05371313033104,4.53503562197067,4.31070026131676,4.9855731036613,5.39809341856142,4.23373612916034
"FUT8",8.64609171090378,8.6373372184662,7.93750949062872,8.23922716005376,8.2038429818782,7.27259177646429,9.4043497887819,7.74487413768219,7.97243651736525,8.19849201459774,8.09852715693524,8.65738734972169,8.19128526456742,8.10096872216087,7.89992738855926,8.58325359873061,7.66549769476795,7.5378830340324,7.62185333107117,6.78286253700433,7.4403044951772,6.30508684893289,8.01059048980798,8.55937493483128,8.23922716005376,7.13418003385643,8.71835345167666,8.49652872697286,8.48156894473263,7.62656150653772,8.16772250606938,8.40607110007521,9.13370017020193,8.684740245828,8.9240718027463
"ZDHHC20",6.65169255734918,5.9852036062162,6.82998216393511,5.50030659824348,7.15894631772143,6.28898508148617,7.03108121379392,6.44780008181736,7.09442884333672,5.26866997630722,4.89109135037233,7.09639002900624,5.97598025989211,6.29408513078843,6.33295151044527,6.60311641910009,6.01641275048186,5.20921148744394,5.29365980381856,5.09253356331489,5.00395412872914,4.9024385719425,6.19059369716296,7.38585130440184,5.50030659824348,5.79256937940812,6.85935574326316,7.32660142839071,7.34976685778152,5.73474408165425,6.42442756210916,5.95624886980613,7.31553166002857,7.12679617145099,7.85763888218306
"YTHDF3",7.37036218411685,7.39136638367395,7.05853389626932,5.92235370220216,6.70534350599653,6.18751541003935,7.76134040424199,5.81470944657867,7.48846071025623,6.36454286634183,6.16597720230387,6.98146811532931,7.32841897786634,7.02328405057437,6.90988095387036,6.69601720254712,6.95261125414496,5.16152583700553,5.61598578093384,4.46985442701384,5.97605296550828,4.11848140024866,6.63361110295317,7.15734140285994,5.92235370220216,4.28971205496049,6.56656012929382,7.05182658377533,7.28827274482172,7.60740384791418,7.57730312793202,6.39584874301245,7.05645683479602,6.57758594092804,7.64141742359498
"GAB1",8.67319415023951,8.88907982125643,9.07802365711582,7.53857405876462,8.79252815739818,8.05451251593436,9.44882765279281,7.7593609414186,8.83482463928539,7.48484964360048,7.56826857820888,9.12476490053643,8.03915123759254,8.19913423016695,8.28696503112204,8.74947837424355,7.45538093322249,6.75249639772423,7.27161326349067,6.40108023610637,7.43961986603929,5.7226817459104,7.36854217487597,8.43195326633768,7.53857405876462,6.25818721799016,8.88899536685928,10.0770296679361,8.83713639245776,6.25808020451513,7.42629358352476,7.81702053172991,8.83626611213136,8.04904983670957,8.3360406784366
"SLC39A6",7.79965587163931,8.08975063888295,7.91658023613417,7.46637292335599,7.89058275895978,7.46131847562021,8.60617360639142,7.2252093065704,8.23002439009953,7.8826404545014,7.80509527552425,8.61593573573772,7.97687056913609,7.94134349158187,7.84222970801018,7.79078279864601,7.47500417759336,7.36713878722548,7.41015516683155,6.48916388041836,7.44257008329407,6.12547462688476,7.58172060538899,8.29162377499604,7.46637292335599,6.34048651135574,8.03411765576741,8.58288351991508,8.4131517203047,7.98711927262088,8.22044683600133,7.58375286087195,8.20393097884325,8.21945822172476,8.15900220109845
"GALC",7.52454690197126,7.9946750315156,7.0233942656899,6.32602201642407,7.26251378295756,6.99743417648199,8.43005664900558,6.33586115995259,7.05444724374207,6.71163895105406,7.09960756649216,7.25481143303996,7.32487278230885,7.35378700254826,6.98496304635022,7.14365632637084,6.7179488908699,6.11839797877692,6.21237267692435,4.63002829030744,5.72912002193539,4.50843749291501,6.73372995484332,7.15735894336432,6.32602201642407,5.07062320532788,7.11211716684853,7.33298838728585,7.62212525830331,6.60850222822727,7.59924816128154,6.69633678957748,7.67918866230671,7.1020401707692,7.72271735211167
"CLIC4",9.93170869795957,10.2122921582956,9.39622927589311,8.47085476196803,9.49926568976655,9.86818313323496,10.5957831477376,9.14596236580985,9.738825413193,8.40213889831874,8.66043853493623,9.10754436341217,9.2150608028672,9.8190429723766,9.50699556510735,9.38509478569805,8.75752522430382,7.83872016604889,7.98039441540244,6.66353744886825,7.76111345913233,6.60688635403243,8.56163347842161,9.6636610647102,8.47085476196803,7.0403654300464,9.84322191135842,9.53453959148758,9.99129581572288,10.1810428396047,8.76142765878462,9.01867019264565,10.2602848092502,9.19559529383009,10.6471946331192
"WSB1",8.70711109180129,9.02417016159618,8.24516860089548,8.09460635674448,8.21501083044476,7.47961344795467,9.38877207812053,8.0529999769888,8.04331469654212,8.09458248695921,7.74230883745537,9.02405332753945,8.34536897801803,8.79508300585827,8.69152954893554,8.43492114695862,8.17134886217863,7.11848005882333,7.45025610952914,4.92058158267449,5.93168472603645,5.90108154703062,8.201519022056,9.08363809217911,8.09460635674448,5.23859262399536,8.88154370187391,8.39409158678346,9.14754378784938,8.12195765171969,8.2875479292592,8.43606636693871,9.26121645823444,8.1416915980634,8.82892976760698
"AFF4",6.28321965584912,6.56451997369203,6.10847594227551,5.04809233189885,6.03336540337274,6.45877986833125,6.69957130610229,5.57447258707722,6.50410295905946,5.48589315249147,5.71633031146759,5.44474499771851,6.3237770581654,6.67145315297073,6.12280257682094,6.1263147687093,5.91413500281452,4.74200083818401,4.79958459603205,4.51620747690777,5.33157586337248,4.40606537009927,5.88867257360132,6.34442370437888,5.04809233189885,4.49805223044506,5.60711860577478,5.67856247041009,6.69321765099957,6.66836071729918,7.20603337290247,5.71701866563649,6.66660892864873,5.19909797064127,6.73932172421208
"ARFIP1",7.23257796289107,7.57003189284787,6.85330402839219,6.85257657376147,7.09821267453266,6.41269552988696,8.12730736447745,5.91244467562781,7.20277609992099,6.74766464561371,7.34160405818539,7.11086617232299,7.13694829955037,7.23580481703673,7.5441123606625,7.07899503098265,6.59673057464877,5.65939967537034,5.95109001687671,4.63069873001332,5.48029469327002,5.17356507345452,6.5619048479368,7.14251599305984,6.85257657376147,5.2308222452092,6.97849540377541,7.13132072662585,7.49456893236637,6.73484950519568,7.14122159642091,6.58759425539794,7.46031994819666,6.9272314896609,7.82369735962302
"GMFB",8.98226835389643,9.00003352264546,8.5396296874701,8.26742229972943,8.44265558047358,8.3494403568381,9.4418692977368,8.44192341859801,8.78288427894153,7.70068280673436,8.16330615603234,8.29164022719569,8.71977748815401,8.65309377604087,8.54746510707546,8.3383976752148,8.49379227351095,7.29442577416623,7.26909464395327,6.58868732083952,7.25809217908502,6.44570796183445,8.08938416123375,8.77526613341404,8.26742229972943,6.44828877781715,8.0571399124391,8.15071978992533,8.90520787846162,8.54306708736092,9.2599854789957,7.58732483938474,8.56205468528356,8.64889991011936,9.68673097756415
